scenario,reconstruction_scenario,internal_mode,sheet,sheet_row,particle_id,component_status,chain_order,orientation_reversed,segment_length_nm,component_total_length_nm,component_residual_nm
A_row_literal,row_literal,connected_same_particle,组3,62,组3_row_literal_P0060,cannot_reconstruct,1,False,3412.7178876246353,3412.7178876246353,-1587.2821123753647
A_row_literal,row_literal,connected_same_particle,组3,63,组3_row_literal_P0061,cannot_reconstruct,1,False,3968.893669832232,3968.893669832232,-1031.1063301677682
A_row_literal,row_literal,connected_same_particle,组3,64,组3_row_literal_P0062,cannot_reconstruct,1,False,2685.6760287580933,2685.6760287580933,-2314.3239712419067
A_row_literal,row_literal,connected_same_particle,组3,65,组3_row_literal_P0063,cannot_reconstruct,1,False,4993.537514137639,4993.537514137639,-6.4624858623610635
A_row_literal,row_literal,connected_same_particle,组3,66,组3_row_literal_P0064,cannot_reconstruct,1,False,4041.1373501089392,4041.1373501089392,-958.8626498910608
A_row_literal,row_literal,connected_same_particle,组3,67,组3_row_literal_P0065,cannot_reconstruct,1,False,3350.0600666507207,3350.0600666507207,-1649.9399333492793
A_row_literal,row_literal,connected_same_particle,组3,68,组3_row_literal_P0066,cannot_reconstruct,1,False,1051.9335501859841,1051.9335501859841,-3948.066449814016
A_row_literal,row_literal,connected_same_particle,组3,69,组3_row_literal_P0067,cannot_reconstruct,1,False,4794.642353041769,4794.642353041769,-205.35764695823127
A_row_literal,row_literal,connected_same_particle,组3,70,组3_row_literal_P0068,cannot_reconstruct,1,False,4092.4903058783066,4092.4903058783066,-907.5096941216934
A_row_literal,row_literal,connected_same_particle,组3,71,组3_row_literal_P0069,cannot_reconstruct,1,False,703.6578416292421,703.6578416292421,-4296.342158370758
A_row_literal,row_literal,connected_same_particle,组3,72,组3_row_literal_P0070,cannot_reconstruct,1,False,3863.6457713094705,3863.6457713094705,-1136.3542286905295
A_row_literal,row_literal,connected_same_particle,组3,73,组3_row_literal_P0071,cannot_reconstruct,1,False,2881.413688093943,2881.413688093943,-2118.586311906057
A_row_literal,row_literal,connected_same_particle,组3,74,组3_row_literal_P0072,cannot_reconstruct,1,False,3326.053025150123,3326.053025150123,-1673.9469748498768
A_row_literal,row_literal,connected_same_particle,组3,75,组3_row_literal_P0073,cannot_reconstruct,1,False,4593.515484953657,4593.515484953657,-406.4845150463434
A_row_literal,row_literal,connected_same_particle,组3,76,组3_row_literal_P0074,cannot_reconstruct,1,False,690.7110208664845,690.7110208664845,-4309.288979133516
A_row_literal,row_literal,connected_same_particle,组3,77,组3_row_literal_P0075,cannot_reconstruct,1,False,3725.7910866581533,3725.7910866581533,-1274.2089133418467
A_row_literal,row_literal,connected_same_particle,组3,78,组3_row_literal_P0076,cannot_reconstruct,1,False,2952.028245508109,2952.028245508109,-2047.9717544918908
A_row_literal,row_literal,connected_same_particle,组3,79,组3_row_literal_P0077,cannot_reconstruct,1,False,4320.664865233921,4320.664865233921,-679.3351347660791
A_row_literal,row_literal,connected_same_particle,组3,80,组3_row_literal_P0078,cannot_reconstruct,1,False,919.4071165032985,919.4071165032985,-4080.5928834967017
A_row_literal,row_literal,connected_same_particle,组3,81,组3_row_literal_P0079,cannot_reconstruct,1,False,3399.8577180403504,3399.8577180403504,-1600.1422819596496
A_row_literal,row_literal,connected_same_particle,组3,82,组3_row_literal_P0080,cannot_reconstruct,1,False,771.300909264929,771.300909264929,-4228.699090735071
A_row_literal,row_literal,connected_same_particle,组3,83,组3_row_literal_P0081,cannot_reconstruct,1,False,1870.0005292357725,1870.0005292357725,-3129.999470764227
A_row_literal,row_literal,connected_same_particle,组3,84,组3_row_literal_P0082,cannot_reconstruct,1,False,811.9672405650101,811.9672405650101,-4188.03275943499
A_row_literal,row_literal,connected_same_particle,组3,85,组3_row_literal_P0083,cannot_reconstruct,1,False,2575.775295958822,2575.775295958822,-2424.224704041178
A_row_literal,row_literal,connected_same_particle,组3,86,组3_row_literal_P0084,cannot_reconstruct,1,False,4088.707983910174,4088.707983910174,-911.2920160898261
A_row_literal,row_literal,connected_same_particle,组3,87,组3_row_literal_P0085,cannot_reconstruct,1,False,1668.3304045978007,1668.3304045978007,-3331.6695954021993
A_row_literal,row_literal,connected_same_particle,组3,88,组3_row_literal_P0086,cannot_reconstruct,1,False,3595.476948190313,3595.476948190313,-1404.5230518096869
A_row_literal,row_literal,connected_same_particle,组3,89,组3_row_literal_P0087,cannot_reconstruct,1,False,700.4031634580434,700.4031634580434,-4299.596836541957
A_row_literal,row_literal,connected_same_particle,组3,90,组3_row_literal_P0088,cannot_reconstruct,1,False,827.2490177645481,827.2490177645481,-4172.750982235452
A_row_literal,row_literal,connected_same_particle,组3,91,组3_row_literal_P0089,cannot_reconstruct,1,False,2066.891848974567,2066.891848974567,-2933.108151025433
A_row_literal,row_literal,connected_same_particle,组3,92,组3_row_literal_P0090,cannot_reconstruct,1,False,1594.678851040646,1594.678851040646,-3405.321148959354
A_row_literal,row_literal,connected_same_particle,组3,93,组3_row_literal_P0091,cannot_reconstruct,1,False,661.2562181169345,661.2562181169345,-4338.743781883066
A_row_literal,row_literal,connected_same_particle,组3,94,组3_row_literal_P0092,cannot_reconstruct,1,False,3800.2541601701055,3800.2541601701055,-1199.7458398298945
A_row_literal,row_literal,connected_same_particle,组3,95,组3_row_literal_P0093,unique,1,False,4999.999999999997,4999.999999999997,-2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,96,组3_row_literal_P0094,unique,1,False,4999.999999999997,4999.999999999997,-2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,97,组3_row_literal_P0095,unique,1,False,4999.999999999999,4999.999999999999,-9.094947017729282e-13
A_row_literal,row_literal,connected_same_particle,组3,98,组3_row_literal_P0096,cannot_reconstruct,1,False,1531.4431755272144,1531.4431755272144,-3468.5568244727856
A_row_literal,row_literal,connected_same_particle,组3,99,组3_row_literal_P0097,unique,1,False,4999.999999999999,4999.999999999999,-9.094947017729282e-13
A_row_literal,row_literal,connected_same_particle,组3,100,组3_row_literal_P0098,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
A_row_literal,row_literal,connected_same_particle,组3,101,组3_row_literal_P0099,cannot_reconstruct,1,False,1302.2097711223462,1302.2097711223462,-3697.790228877654
A_row_literal,row_literal,connected_same_particle,组3,102,组3_row_literal_P0100,unique,1,False,4999.9999999999945,4999.9999999999945,-5.4569682106375694e-12
A_row_literal,row_literal,connected_same_particle,组3,103,组3_row_literal_P0101,unique,1,False,4999.999999999998,4999.999999999998,-1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,104,组3_row_literal_P0102,cannot_reconstruct,1,False,1190.150215079024,1190.150215079024,-3809.849784920976
A_row_literal,row_literal,connected_same_particle,组3,105,组3_row_literal_P0103,unique,1,False,5000.0,5000.0,0.0
A_row_literal,row_literal,connected_same_particle,组3,106,组3_row_literal_P0104,cannot_reconstruct,1,False,3905.228272487582,3905.228272487582,-1094.7717275124178
A_row_literal,row_literal,connected_same_particle,组3,107,组3_row_literal_P0105,cannot_reconstruct,1,False,2910.8088956880915,2910.8088956880915,-2089.1911043119085
A_row_literal,row_literal,connected_same_particle,组3,108,组3_row_literal_P0106,unique,1,False,4999.999999999997,4999.999999999997,-2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,109,组3_row_literal_P0107,unique,1,False,5000.000000000001,5000.000000000001,9.094947017729282e-13
A_row_literal,row_literal,connected_same_particle,组3,110,组3_row_literal_P0108,unique,1,False,4999.999999999996,4999.999999999996,-3.637978807091713e-12
A_row_literal,row_literal,connected_same_particle,组3,111,组3_row_literal_P0109,cannot_reconstruct,1,False,4814.484257451858,4814.484257451858,-185.51574254814204
A_row_literal,row_literal,connected_same_particle,组3,112,组3_row_literal_P0110,cannot_reconstruct,1,False,1080.1204359450621,1080.1204359450621,-3919.879564054938
A_row_literal,row_literal,connected_same_particle,组3,113,组3_row_literal_P0111,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,114,组3_row_literal_P0112,cannot_reconstruct,1,False,705.212623967009,705.212623967009,-4294.787376032991
A_row_literal,row_literal,connected_same_particle,组3,115,组3_row_literal_P0113,unique,1,False,5000.000000000004,5000.000000000004,3.637978807091713e-12
A_row_literal,row_literal,connected_same_particle,组3,116,组3_row_literal_P0114,unique,1,False,5000.000000000008,5000.000000000008,8.185452315956354e-12
A_row_literal,row_literal,connected_same_particle,组3,117,组3_row_literal_P0115,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
A_row_literal,row_literal,connected_same_particle,组3,118,组3_row_literal_P0116,unique,1,False,4999.999999999996,4999.999999999996,-3.637978807091713e-12
A_row_literal,row_literal,connected_same_particle,组3,119,组3_row_literal_P0117,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,120,组3_row_literal_P0118,cannot_reconstruct,1,False,4833.786768637805,4833.786768637805,-166.21323136219507
A_row_literal,row_literal,connected_same_particle,组3,121,组3_row_literal_P0119,unique,1,False,5000.0000000000055,5000.0000000000055,5.4569682106375694e-12
A_row_literal,row_literal,connected_same_particle,组3,122,组3_row_literal_P0120,unique,1,False,4999.999999999995,4999.999999999995,-4.547473508864641e-12
A_row_literal,row_literal,connected_same_particle,组3,123,组3_row_literal_P0121,cannot_reconstruct,1,False,3468.5568244727824,3468.5568244727824,-1531.4431755272176
A_row_literal,row_literal,connected_same_particle,组3,124,组3_row_literal_P0122,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,125,组3_row_literal_P0123,cannot_reconstruct,1,False,2099.3712794734183,2099.3712794734183,-2900.6287205265817
A_row_literal,row_literal,connected_same_particle,组3,126,组3_row_literal_P0124,cannot_reconstruct,1,False,3722.627382779332,3722.627382779332,-1277.372617220668
A_row_literal,row_literal,connected_same_particle,组3,127,组3_row_literal_P0125,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,128,组3_row_literal_P0126,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
A_row_literal,row_literal,connected_same_particle,组3,129,组3_row_literal_P0127,cannot_reconstruct,1,False,2212.2905692253134,2212.2905692253134,-2787.7094307746866
A_row_literal,row_literal,connected_same_particle,组3,130,组3_row_literal_P0128,unique,1,False,5000.0,5000.0,0.0
A_row_literal,row_literal,connected_same_particle,组3,131,组3_row_literal_P0129,cannot_reconstruct,1,False,712.4738633037288,712.4738633037288,-4287.526136696271
A_row_literal,row_literal,connected_same_particle,组3,132,组3_row_literal_P0130,cannot_reconstruct,1,False,2188.154857222853,2188.154857222853,-2811.845142777147
A_row_literal,row_literal,connected_same_particle,组3,133,组3_row_literal_P0131,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,134,组3_row_literal_P0132,cannot_reconstruct,1,False,4294.78737603298,4294.78737603298,-705.2126239670197
A_row_literal,row_literal,connected_same_particle,组3,135,组3_row_literal_P0133,cannot_reconstruct,1,False,3580.1942724405753,3580.1942724405753,-1419.8057275594247
A_row_literal,row_literal,connected_same_particle,组3,136,组3_row_literal_P0134,cannot_reconstruct,1,False,2651.7178861461794,2651.7178861461794,-2348.2821138538206
A_row_literal,row_literal,connected_same_particle,组3,137,组3_row_literal_P0135,cannot_reconstruct,1,False,1094.7717275124148,1094.7717275124148,-3905.228272487585
A_row_literal,row_literal,connected_same_particle,组3,138,组3_row_literal_P0136,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
A_row_literal,row_literal,connected_same_particle,组3,139,组3_row_literal_P0137,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,140,组3_row_literal_P0138,cannot_reconstruct,1,False,4297.119914088368,4297.119914088368,-702.8800859116318
A_row_literal,row_literal,connected_same_particle,组3,141,组3_row_literal_P0139,cannot_reconstruct,1,False,1038.933210065073,1038.933210065073,-3961.0667899349273
A_row_literal,row_literal,connected_same_particle,组3,142,组3_row_literal_P0140,cannot_reconstruct,1,False,1199.7458398298909,1199.7458398298909,-3800.254160170109
A_row_literal,row_literal,connected_same_particle,组3,143,组3_row_literal_P0141,unique,1,False,5000.000000000004,5000.000000000004,3.637978807091713e-12
A_row_literal,row_literal,connected_same_particle,组3,144,组3_row_literal_P0142,cannot_reconstruct,1,False,1487.553701874218,1487.553701874218,-3512.446298125782
A_row_literal,row_literal,connected_same_particle,组3,145,组3_row_literal_P0143,cannot_reconstruct,1,False,2787.7094307746806,2787.7094307746806,-2212.2905692253194
A_row_literal,row_literal,connected_same_particle,组3,146,组3_row_literal_P0144,unique,1,False,5000.0,5000.0,0.0
A_row_literal,row_literal,connected_same_particle,组3,147,组3_row_literal_P0145,cannot_reconstruct,1,False,1225.268414665543,1225.268414665543,-3774.731585334457
A_row_literal,row_literal,connected_same_particle,组3,148,组3_row_literal_P0146,cannot_reconstruct,1,False,1759.841927862615,1759.841927862615,-3240.158072137385
A_row_literal,row_literal,connected_same_particle,组3,149,组3_row_literal_P0147,cannot_reconstruct,1,False,4332.511493953082,4332.511493953082,-667.4885060469178
A_row_literal,row_literal,connected_same_particle,组3,150,组3_row_literal_P0148,cannot_reconstruct,1,False,4804.005421698286,4804.005421698286,-195.99457830171377
A_row_literal,row_literal,connected_same_particle,组3,151,组3_row_literal_P0149,unique,1,False,4999.999999999995,4999.999999999995,-4.547473508864641e-12
A_row_literal,row_literal,connected_same_particle,组3,152,组3_row_literal_P0150,cannot_reconstruct,1,False,2116.564234815714,2116.564234815714,-2883.435765184286
A_row_literal,row_literal,connected_same_particle,组3,153,组3_row_literal_P0151,unique,1,False,4999.999999999998,4999.999999999998,-1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,154,组3_row_literal_P0152,cannot_reconstruct,1,False,4015.66027169416,4015.66027169416,-984.3397283058398
A_row_literal,row_literal,connected_same_particle,组3,155,组3_row_literal_P0153,cannot_reconstruct,1,False,1820.9628639113146,1820.9628639113146,-3179.0371360886857
A_row_literal,row_literal,connected_same_particle,组3,156,组3_row_literal_P0154,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,157,组3_row_literal_P0155,unique,1,False,5000.000000000004,5000.000000000004,3.637978807091713e-12
A_row_literal,row_literal,connected_same_particle,组3,158,组3_row_literal_P0156,cannot_reconstruct,1,False,3936.0620296923225,3936.0620296923225,-1063.9379703076775
A_row_literal,row_literal,connected_same_particle,组3,159,组3_row_literal_P0157,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,160,组3_row_literal_P0158,cannot_reconstruct,1,False,4634.686465168995,4634.686465168995,-365.3135348310052
A_row_literal,row_literal,connected_same_particle,组3,161,组3_row_literal_P0159,cannot_reconstruct,1,False,4564.221186967349,4564.221186967349,-435.77881303265076
A_row_literal,row_literal,connected_same_particle,组3,162,组3_row_literal_P0160,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,163,组3_row_literal_P0161,cannot_reconstruct,1,False,4997.38931275427,4997.38931275427,-2.6106872457303325
A_row_literal,row_literal,connected_same_particle,组3,164,组3_row_literal_P0162,cannot_reconstruct,1,False,3179.03713608869,3179.03713608869,-1820.9628639113098
A_row_literal,row_literal,connected_same_particle,组3,165,组3_row_literal_P0163,cannot_reconstruct,1,False,2193.4348902227284,2193.4348902227284,-2806.5651097772716
A_row_literal,row_literal,connected_same_particle,组3,166,组3_row_literal_P0164,unique,1,False,4999.999999999996,4999.999999999996,-3.637978807091713e-12
A_row_literal,row_literal,connected_same_particle,组3,167,组3_row_literal_P0165,cannot_reconstruct,1,False,1714.283084210331,1714.283084210331,-3285.7169157896687
A_row_literal,row_literal,connected_same_particle,组3,168,组3_row_literal_P0166,cannot_reconstruct,1,False,3983.3918629955597,3983.3918629955597,-1016.6081370044403
A_row_literal,row_literal,connected_same_particle,组3,169,组3_row_literal_P0167,cannot_reconstruct,1,False,559.223064247723,559.223064247723,-4440.7769357522775
A_row_literal,row_literal,connected_same_particle,组3,170,组3_row_literal_P0168,cannot_reconstruct,1,False,4532.156821229,4532.156821229,-467.84317877099966
A_row_literal,row_literal,connected_same_particle,组3,171,组3_row_literal_P0169,cannot_reconstruct,1,False,1207.7638410721072,1207.7638410721072,-3792.2361589278926
A_row_literal,row_literal,connected_same_particle,组3,172,组3_row_literal_P0170,unique,1,False,4999.999999999992,4999.999999999992,-8.185452315956354e-12
A_row_literal,row_literal,connected_same_particle,组3,173,组3_row_literal_P0171,unique,1,False,4999.999999999993,4999.999999999993,-7.275957614183426e-12
A_row_literal,row_literal,connected_same_particle,组3,174,组3_row_literal_P0172,unique,1,False,4999.999999999999,4999.999999999999,-9.094947017729282e-13
A_row_literal,row_literal,connected_same_particle,组3,175,组3_row_literal_P0173,cannot_reconstruct,1,False,3774.7315853344585,3774.7315853344585,-1225.2684146655415
A_row_literal,row_literal,connected_same_particle,组3,176,组3_row_literal_P0174,cannot_reconstruct,1,False,2292.6491828148223,2292.6491828148223,-2707.3508171851777
A_row_literal,row_literal,connected_same_particle,组3,177,组3_row_literal_P0175,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,178,组3_row_literal_P0176,unique,1,False,5000.000000000001,5000.000000000001,9.094947017729282e-13
A_row_literal,row_literal,connected_same_particle,组3,179,组3_row_literal_P0177,cannot_reconstruct,1,False,4323.194452081308,4323.194452081308,-676.8055479186924
A_row_literal,row_literal,connected_same_particle,组3,180,组3_row_literal_P0178,cannot_reconstruct,1,False,2584.5631027991594,2584.5631027991594,-2415.4368972008406
A_row_literal,row_literal,connected_same_particle,组3,181,组3_row_literal_P0179,cannot_reconstruct,1,False,4440.776935752283,4440.776935752283,-559.223064247717
A_row_literal,row_literal,connected_same_particle,组3,182,组3_row_literal_P0180,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,183,组3_row_literal_P0181,unique,1,False,4999.999999999998,4999.999999999998,-1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,184,组3_row_literal_P0182,cannot_reconstruct,1,False,2301.1650233282444,2301.1650233282444,-2698.8349766717556
A_row_literal,row_literal,connected_same_particle,组3,185,组3_row_literal_P0183,unique,1,False,5000.000000000005,5000.000000000005,4.547473508864641e-12
A_row_literal,row_literal,connected_same_particle,组3,186,组3_row_literal_P0184,unique,1,False,4999.9999999999945,4999.9999999999945,-5.4569682106375694e-12
A_row_literal,row_literal,connected_same_particle,组3,187,组3_row_literal_P0185,cannot_reconstruct,1,False,1507.0880569306512,1507.0880569306512,-3492.911943069349
A_row_literal,row_literal,connected_same_particle,组3,188,组3_row_literal_P0186,unique,1,False,5000.000000000001,5000.000000000001,9.094947017729282e-13
A_row_literal,row_literal,connected_same_particle,组3,189,组3_row_literal_P0187,cannot_reconstruct,1,False,702.8800859116345,702.8800859116345,-4297.1199140883655
A_row_literal,row_literal,connected_same_particle,组3,190,组3_row_literal_P0188,cannot_reconstruct,1,False,4466.338711969051,4466.338711969051,-533.6612880309494
A_row_literal,row_literal,connected_same_particle,组3,191,组3_row_literal_P0189,cannot_reconstruct,1,False,984.3397283058457,984.3397283058457,-4015.6602716941543
A_row_literal,row_literal,connected_same_particle,组3,192,组3_row_literal_P0190,unique,1,False,5000.000000000001,5000.000000000001,9.094947017729282e-13
A_row_literal,row_literal,connected_same_particle,组3,193,组3_row_literal_P0191,unique,1,False,4999.999999999998,4999.999999999998,-1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,194,组3_row_literal_P0192,cannot_reconstruct,1,False,4728.587593139968,4728.587593139968,-271.4124068600322
A_row_literal,row_literal,connected_same_particle,组3,195,组3_row_literal_P0193,unique,1,False,4999.999999999996,4999.999999999996,-3.637978807091713e-12
A_row_literal,row_literal,connected_same_particle,组3,196,组3_row_literal_P0194,unique,1,False,4999.999999999997,4999.999999999997,-2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,197,组3_row_literal_P0195,cannot_reconstruct,1,False,3492.911943069346,3492.911943069346,-1507.0880569306541
A_row_literal,row_literal,connected_same_particle,组3,198,组3_row_literal_P0196,cannot_reconstruct,1,False,4540.804961643996,4540.804961643996,-459.19503835600426
A_row_literal,row_literal,connected_same_particle,组3,199,组3_row_literal_P0197,cannot_reconstruct,1,False,2794.3226931075365,2794.3226931075365,-2205.6773068924635
A_row_literal,row_literal,connected_same_particle,组3,200,组3_row_literal_P0198,cannot_reconstruct,1,False,3707.3706554601663,3707.3706554601663,-1292.6293445398337
A_row_literal,row_literal,connected_same_particle,组3,201,组3_row_literal_P0199,cannot_reconstruct,1,False,715.9899665328975,715.9899665328975,-4284.010033467102
A_row_literal,row_literal,connected_same_particle,组3,202,组3_row_literal_P0200,cannot_reconstruct,1,False,1489.6873403595605,1489.6873403595605,-3510.3126596404395
A_row_literal,row_literal,connected_same_particle,组3,203,组3_row_literal_P0201,cannot_reconstruct,1,False,1662.7992908866556,1662.7992908866556,-3337.2007091133446
A_row_literal,row_literal,connected_same_particle,组3,204,组3_row_literal_P0202,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,205,组3_row_literal_P0203,unique,1,False,5000.000000000002,5000.000000000002,1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,206,组3_row_literal_P0204,cannot_reconstruct,1,False,4384.083156408662,4384.083156408662,-615.916843591338
A_row_literal,row_literal,connected_same_particle,组3,207,组3_row_literal_P0205,unique,1,False,4999.999999999999,4999.999999999999,-9.094947017729282e-13
A_row_literal,row_literal,connected_same_particle,组3,208,组3_row_literal_P0206,unique,1,False,5000.000000000006,5000.000000000006,6.366462912410498e-12
A_row_literal,row_literal,connected_same_particle,组3,209,组3_row_literal_P0207,cannot_reconstruct,1,False,4620.624601345126,4620.624601345126,-379.3753986548736
A_row_literal,row_literal,connected_same_particle,组3,210,组3_row_literal_P0208,cannot_reconstruct,1,False,2917.968028483469,2917.968028483469,-2082.031971516531
A_row_literal,row_literal,connected_same_particle,组3,211,组3_row_literal_P0209,cannot_reconstruct,1,False,1136.001957219342,1136.001957219342,-3863.9980427806577
A_row_literal,row_literal,connected_same_particle,组3,212,组3_row_literal_P0210,cannot_reconstruct,1,False,2939.894017409379,2939.894017409379,-2060.105982590621
A_row_literal,row_literal,connected_same_particle,组3,213,组3_row_literal_P0211,unique,1,False,4999.999999999998,4999.999999999998,-1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,214,组3_row_literal_P0212,cannot_reconstruct,1,False,3696.909631751418,3696.909631751418,-1303.0903682485819
A_row_literal,row_literal,connected_same_particle,组3,215,组3_row_literal_P0213,cannot_reconstruct,1,False,2801.99766413508,2801.99766413508,-2198.00233586492
A_row_literal,row_literal,connected_same_particle,组3,216,组3_row_literal_P0214,unique,1,False,5000.000000000004,5000.000000000004,3.637978807091713e-12
A_row_literal,row_literal,connected_same_particle,组3,217,组3_row_literal_P0215,cannot_reconstruct,1,False,622.589126458353,622.589126458353,-4377.410873541647
A_row_literal,row_literal,connected_same_particle,组3,218,组3_row_literal_P0216,unique,1,False,4999.999999999999,4999.999999999999,-9.094947017729282e-13
A_row_literal,row_literal,connected_same_particle,组3,219,组3_row_literal_P0217,cannot_reconstruct,1,False,4123.5000402593705,4123.5000402593705,-876.4999597406295
A_row_literal,row_literal,connected_same_particle,组3,220,组3_row_literal_P0218,cannot_reconstruct,1,False,2707.3508171851854,2707.3508171851854,-2292.6491828148146
A_row_literal,row_literal,connected_same_particle,组3,221,组3_row_literal_P0219,cannot_reconstruct,1,False,4587.076340597699,4587.076340597699,-412.9236594023014
A_row_literal,row_literal,connected_same_particle,组3,222,组3_row_literal_P0220,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,223,组3_row_literal_P0221,unique,1,False,4999.999999999999,4999.999999999999,-9.094947017729282e-13
A_row_literal,row_literal,connected_same_particle,组3,224,组3_row_literal_P0222,unique,1,False,4999.999999999997,4999.999999999997,-2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,225,组3_row_literal_P0223,unique,1,False,5000.0000000000055,5000.0000000000055,5.4569682106375694e-12
A_row_literal,row_literal,connected_same_particle,组3,226,组3_row_literal_P0224,cannot_reconstruct,1,False,3042.8166314100226,3042.8166314100226,-1957.1833685899774
A_row_literal,row_literal,connected_same_particle,组3,227,组3_row_literal_P0225,unique,1,False,5000.000000000006,5000.000000000006,6.366462912410498e-12
A_row_literal,row_literal,connected_same_particle,组3,228,组3_row_literal_P0226,cannot_reconstruct,1,False,2347.122112646914,2347.122112646914,-2652.877887353086
A_row_literal,row_literal,connected_same_particle,组3,229,组3_row_literal_P0227,cannot_reconstruct,1,False,2883.435765184285,2883.435765184285,-2116.564234815715
A_row_literal,row_literal,connected_same_particle,组3,230,组3_row_literal_P0228,unique,1,False,5000.000000000003,5000.000000000003,2.7284841053187847e-12
A_row_literal,row_literal,connected_same_particle,组3,231,组3_row_literal_P0229,unique,1,False,4999.999999999993,4999.999999999993,-7.275957614183426e-12
A_row_literal,row_literal,connected_same_particle,组3,232,组3_row_literal_P0230,cannot_reconstruct,1,False,3830.291456970348,3830.291456970348,-1169.708543029652
A_row_literal,row_literal,connected_same_particle,组3,233,组3_row_literal_P0231,cannot_reconstruct,1,False,1778.7016910824266,1778.7016910824266,-3221.298308917573
A_row_literal,row_literal,connected_same_particle,组3,234,组3_row_literal_P0232,cannot_reconstruct,1,False,531.6424120437645,531.6424120437645,-4468.357587956236
A_row_literal,row_literal,connected_same_particle,组3,235,组3_row_literal_P0233,unique,1,False,5000.0000000000055,5000.0000000000055,5.4569682106375694e-12
A_row_literal,row_literal,connected_same_particle,组3,236,组3_row_literal_P0234,cannot_reconstruct,1,False,2410.9795098860995,2410.9795098860995,-2589.0204901139005
A_row_literal,row_literal,connected_same_particle,组3,237,组3_row_literal_P0235,cannot_reconstruct,1,False,3221.298308917568,3221.298308917568,-1778.7016910824318
A_row_literal,row_literal,connected_same_particle,组3,238,组3_row_literal_P0236,cannot_reconstruct,1,False,2257.258409610645,2257.258409610645,-2742.741590389355
A_row_literal,row_literal,connected_same_particle,组3,239,组3_row_literal_P0237,cannot_reconstruct,1,False,1550.3895594727708,1550.3895594727708,-3449.610440527229
A_row_literal,row_literal,connected_same_particle,组3,240,组3_row_literal_P0238,unique,1,False,4999.999999999998,4999.999999999998,-1.8189894035458565e-12
A_row_literal,row_literal,connected_same_particle,组3,241,组3_row_literal_P0239,cannot_reconstruct,1,False,3285.716915789675,3285.716915789675,-1714.283084210325
A_row_literal,row_literal,connected_same_particle,组3,242,组3_row_literal_P0240,unique,1,False,5000.000000000007,5000.000000000007,7.275957614183426e-12
A_row_literal,row_literal,connected_same_particle,组3,243,组3_row_literal_P0241,cannot_reconstruct,1,False,876.4999597406292,876.4999597406292,-4123.5000402593705
A_row_literal,row_literal,connected_same_particle,组3,244,组3_row_literal_P0242,unique,1,False,5000.000000000004,5000.000000000004,3.637978807091713e-12
A_row_literal,row_literal,connected_same_particle,组3,245,组3_row_literal_P0243,cannot_reconstruct,1,False,676.8055479186902,676.8055479186902,-4323.1944520813095
A_row_literal,row_literal,connected_same_particle,组3,246,组3_row_literal_P0244,cannot_reconstruct,1,False,1072.0621502569836,1072.0621502569836,-3927.937849743016
