sheet,scenario,junction_id,row1,side1,cells1,endpoint1_x,endpoint1_y,endpoint1_z,row2,side2,cells2,endpoint2_x,endpoint2_y,endpoint2_z,kind,shift_x,shift_y,shift_z,crossing_axes,dot_outward
组3,full_cube_periodic,103,149,2,D149:F149,127.47594178968,-3896.30340931817,5000.0,351,1,A351:C351,127.47594178968,-3896.30340931817,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,104,152,2,D152:F152,-2318.33342960861,5000.0,3077.37824990617,229,1,A229:C229,-2318.33342960861,-5000.0,3077.37824990617,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,105,154,2,D154:F154,-2994.47150044517,5000.0,1259.87007037014,191,1,A191:C191,-2994.47150044517,-5000.0,1259.87007037014,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,106,155,2,D155:F155,-3543.18800486655,5000.0,1968.08629923084,164,1,A164:C164,-3543.18800486655,-5000.0,1968.08629923084,periodic,0,-1,0,Y,-0.9999999999999999
组3,full_cube_periodic,107,158,2,D158:F158,-1139.28564155133,-881.152943100944,5000.0,292,1,A292:C292,-1139.28564155133,-881.152943100944,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,108,165,2,D165:F165,-1606.50179312531,-5000.0,314.908956809084,274,1,A274:C274,-1606.50179312531,5000.0,314.908956809084,periodic,0,1,0,Y,-1.0000000000000002
组3,full_cube_periodic,109,167,2,D167:F167,-2074.82170008288,2676.84055965415,5000.0,241,1,A241:C241,-2074.82170008288,2676.84055965415,-5000.0,periodic,0,0,-1,Z,-1.0000000000000002
组3,full_cube_periodic,110,168,2,D168:F168,445.692382111427,-5000.0,1744.71416539256,363,1,A363:C363,445.692382111427,5000.0,1744.71416539256,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,111,169,2,D169:F169,-3183.76253826938,-2636.9787828253,5000.0,181,1,A181:C181,-3183.76253826938,-2636.9787828253,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,112,176,2,D176:F176,-2430.32442495684,2492.59944991985,5000.0,220,1,A220:C220,-2430.32442495684,2492.59944991985,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,113,179,2,D179:F179,-2020.03735496558,-13.8691441656208,5000.0,245,1,A245:C245,-2020.03735496558,-13.8691441656208,-5000.0,periodic,0,0,-1,Z,-1.0000000000000002
组3,full_cube_periodic,114,184,2,D184:F184,-1987.85122394199,5000.0,114.817859327749,248,1,A248:C248,-1987.85122394199,-5000.0,114.817859327749,periodic,0,-1,0,Y,-0.9999999999999999
组3,full_cube_periodic,115,187,2,D187:F187,-2843.90956049885,-3123.85811683023,-5000.0,197,1,A197:C197,-2843.90956049885,-3123.85811683023,5000.0,periodic,0,0,1,Z,-0.9999999999999999
组3,full_cube_periodic,116,190,2,D190:F190,499.538428499835,-2299.25638439847,5000.0,368,1,A368:C368,499.538428499835,-2299.25638439847,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,117,199,2,D199:F199,-2792.29860490794,-5000.0,4736.14938638688,201,1,A201:C201,-2792.29860490794,5000.0,4736.14938638688,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,118,200,2,D200:F200,363.940369207,-5000.0,-986.77375054526,358,1,A358:C358,363.940369207,5000.0,-986.77375054526,periodic,0,1,0,Y,-0.9999999999999999
组3,full_cube_periodic,119,201,2,D201:F201,-2781.39357265528,4334.48849285431,5000.0,202,1,A202:C202,-2781.39357265528,4334.48849285431,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,120,203,2,D203:F203,-2152.91734216583,5000.0,4032.0536847076,238,1,A238:C238,-2152.91734216583,-5000.0,4032.0536847076,periodic,0,-1,0,Y,-0.9999999999999999
组3,full_cube_periodic,121,206,2,D206:F206,-1913.90102083919,5000.0,-528.991986408167,254,1,A254:C254,-1913.90102083919,-5000.0,-528.991986408167,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,122,210,2,D210:F210,-2189.80705200214,-5000.0,-4650.91555074587,234,1,A234:C234,-2189.80705200214,5000.0,-4650.91555074587,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,123,212,2,D212:F212,-1723.79412288732,-10.9155985317666,5000.0,265,1,A265:C265,-1723.79412288732,-10.9155985317666,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,124,214,2,D214:F214,602.993942573618,5000.0,-1324.39072059552,373,1,A373:C373,602.993942573618,-5000.0,-1324.39072059552,periodic,0,-1,0,Y,-0.9999999999999999
组3,full_cube_periodic,125,215,2,D215:F215,-921.723081166874,5000.0,2627.22017736635,306,1,A306:C306,-921.723081166874,-5000.0,2627.22017736635,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,126,217,2,D217:F217,-2170.23239774886,-4096.64564367117,-5000.0,236,1,A236:C236,-2170.23239774886,-4096.64564367117,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,127,219,2,D219:F219,-2033.28362992771,5000.0,-1495.90193092838,243,1,A243:C243,-2033.28362992771,-5000.0,-1495.90193092838,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,128,226,2,D226:F226,-650.511828604231,-5000.0,1002.08725958384,317,1,A317:C317,-650.511828604231,5000.0,1002.08725958384,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,129,228,2,D228:F228,-1994.91457542075,-5000.0,4210.28056631406,246,1,A246:C246,-1994.91457542075,5000.0,4210.28056631406,periodic,0,1,0,Y,-1.0000000000000002
组3,full_cube_periodic,130,232,2,D232:F232,411.500150875135,3403.29212507181,5000.0,361,1,A361:C361,411.500150875135,3403.29212507181,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,131,233,2,D233:F233,-2166.88121009537,1396.09493378098,-5000.0,237,1,A237:C237,-2166.88121009537,1396.09493378098,5000.0,periodic,0,0,1,Z,-0.9999999999999999
组3,full_cube_periodic,132,234,2,D234:F234,-2109.62246188334,4607.12071436619,-5000.0,239,1,A239:C239,-2109.62246188334,4607.12071436619,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,133,236,2,D236:F236,-1007.60012282569,-5000.0,3090.79616140672,299,1,A299:C299,-1007.60012282569,5000.0,3090.79616140672,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,134,238,2,D238:F238,-1347.78169267974,-3126.4867109101,5000.0,285,1,A285:C285,-1347.78169267974,-3126.4867109101,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,135,246,2,D246:F246,-1834.8824757604,4292.85772495863,5000.0,258,1,A258:C258,-1834.8824757604,4292.85772495863,-5000.0,periodic,0,0,-1,Z,-0.9999999999999999
组3,full_cube_periodic,136,253,2,D253:F253,1971.10566789727,4380.81451405255,-5000.0,435,1,A435:C435,1971.10566789727,4380.81451405255,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,137,256,2,D256:F256,-1592.7428138185,5000.0,-3331.87517089938,275,1,A275:C275,-1592.7428138185,-5000.0,-3331.87517089938,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,138,273,2,D273:F273,-949.22480432159,-5000.0,-4331.0400569523,302,1,A302:C302,-949.22480432159,5000.0,-4331.0400569523,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,139,279,2,D279:F279,356.774037270775,-732.512169948754,5000.0,357,1,A357:C357,356.774037270775,-732.512169948754,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,140,281,2,D281:F281,559.91870832304,-5000.0,-209.547977391733,371,1,A371:C371,559.91870832304,5000.0,-209.547977391733,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,141,283,2,D283:F283,-777.434329676149,-5000.0,2312.15287707315,312,1,A312:C312,-777.434329676149,5000.0,2312.15287707315,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,142,294,2,D294:F294,-859.66131957779,-2117.32262155939,-5000.0,310,1,A310:C310,-859.66131957779,-2117.32262155939,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,143,303,2,D303:F303,778.809805718535,-5000.0,-3395.28955843804,378,1,A378:C378,778.809805718535,5000.0,-3395.28955843804,periodic,0,1,0,Y,-0.9999999999999999
组3,full_cube_periodic,144,304,2,D304:F304,-885.05274629301,-5000.0,-1223.84486893666,309,1,A309:C309,-885.05274629301,5000.0,-1223.84486893666,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,145,313,2,D313:F313,1531.21178765571,3207.76701415233,5000.0,410,1,A410:C410,1531.21178765571,3207.76701415233,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,146,319,2,D319:F319,-9.33664821784089,-164.572020328917,5000.0,347,1,A347:C347,-9.33664821784089,-164.572020328917,-5000.0,periodic,0,0,-1,Z,-0.9999999999999998
组3,full_cube_periodic,147,323,2,D323:F323,1578.72833284756,4676.42747672536,-5000.0,416,1,A416:C416,1578.72833284756,4676.42747672536,5000.0,periodic,0,0,1,Z,-0.9999999999999999
组3,full_cube_periodic,148,334,2,D334:F334,-329.180988389027,-29.0710892014554,-5000.0,337,1,A337:C337,-329.180988389027,-29.0710892014554,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,149,336,2,D336:F336,2749.70994887475,4109.09927983667,-5000.0,467,1,A467:C467,2749.70994887475,4109.09927983667,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,150,344,2,D344:F344,458.134127585559,-5000.0,-1619.36362320694,364,1,A364:C364,458.134127585559,5000.0,-1619.36362320694,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,151,348,2,D348:F348,276.483792974385,678.423357603801,-5000.0,356,1,A356:C356,276.483792974385,678.423357603801,5000.0,periodic,0,0,1,Z,-0.9999999999999999
组3,full_cube_periodic,152,352,2,D352:F352,1092.30143225638,5000.0,3939.49912249388,393,1,A393:C393,1092.30143225638,-5000.0,3939.49912249388,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,153,354,2,D354:F354,1610.86558347968,5000.0,-1215.93292663453,420,1,A420:C420,1610.86558347968,-5000.0,-1215.93292663453,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,154,362,2,D362:F362,550.791036340347,5000.0,391.862656336074,370,1,A370:C370,550.791036340347,-5000.0,391.862656336074,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,155,367,2,D367:F367,1272.65192829093,540.164539797207,-5000.0,397,1,A397:C397,1272.65192829093,540.164539797207,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,156,377,2,D377:F377,1544.6530312542,-5000.0,-1435.58005570366,412,1,A412:C412,1544.6530312542,5000.0,-1435.58005570366,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,157,385,2,D385:F385,1120.54013397706,-5000.0,3344.99595943283,394,1,A394:C394,1120.54013397706,5000.0,3344.99595943283,periodic,0,1,0,Y,-0.9999999999999998
组3,full_cube_periodic,158,401,2,D401:F401,1972.03530513979,-2440.35333038349,-5000.0,436,1,A436:C436,1972.03530513979,-2440.35333038349,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,159,402,2,D402:F402,1755.97322242223,5000.0,2696.22245912123,427,1,A427:C427,1755.97322242223,-5000.0,2696.22245912123,periodic,0,-1,0,Y,-1.0000000000000002
组3,full_cube_periodic,160,403,2,D403:F403,1472.63083146869,-3691.5600927685,-5000.0,409,1,A409:C409,1472.63083146869,-3691.5600927685,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,161,408,2,D408:F408,2389.1003916357,-594.534061345262,-5000.0,450,1,A450:C450,2389.1003916357,-594.534061345262,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,162,409,2,D409:F409,1558.98111113677,-5000.0,4601.42214993779,414,1,A414:C414,1558.98111113677,5000.0,4601.42214993779,periodic,0,1,0,Y,-0.9999999999999999
组3,full_cube_periodic,163,419,2,D419:F419,2205.66157082781,-5000.0,2709.39855694187,441,1,A441:C441,2205.66157082781,5000.0,2709.39855694187,periodic,0,1,0,Y,-1.0
组3,full_cube_periodic,164,422,2,D422:F422,3494.54286652056,5000.0,1257.76926303324,490,1,A490:C490,3494.54286652056,-5000.0,1257.76926303324,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,165,425,2,D425:F425,1956.60636853448,-5000.0,4224.96559863317,434,1,A434:C434,1956.60636853448,5000.0,4224.96559863317,periodic,0,1,0,Y,-0.9999999999999999
组3,full_cube_periodic,166,426,2,D426:F426,4430.11098840597,-5000.0,77.3087692586194,529,1,A529:C529,4430.11098840597,5000.0,77.3087692586194,periodic,0,1,0,Y,-0.9999999999999999
组3,full_cube_periodic,167,428,2,D428:F428,2308.21104448534,-1597.823544557,-5000.0,447,1,A447:C447,2308.21104448534,-1597.823544557,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,168,429,2,D429:F429,2644.768876885,-1443.52713778499,-5000.0,460,1,A460:C460,2644.768876885,-1443.52713778499,5000.0,periodic,0,0,1,Z,-1.0
组3,full_cube_periodic,169,433,2,D433:F433,4116.20353736329,-1155.42203826977,5000.0,515,1,A515:C515,4116.20353736329,-1155.42203826977,-5000.0,periodic,0,0,-1,Z,-1.0
组3,full_cube_periodic,170,440,2,D440:F440,2811.35728923145,-5000.0,106.129939832887,471,1,A471:C471,2811.35728923145,5000.0,106.129939832887,periodic,0,1,0,Y,-0.9999999999999999
组3,full_cube_periodic,171,442,2,D442:F442,2842.08931410852,-3776.52915494674,-5000.0,472,1,A472:C472,2842.08931410852,-3776.52915494674,5000.0,periodic,0,0,1,Z,-0.9999999999999999
组3,full_cube_periodic,172,444,2,D444:F444,2599.84808578285,5000.0,-3453.82469485497,459,1,A459:C459,2599.84808578285,-5000.0,-3453.82469485497,periodic,0,-1,0,Y,-0.9999999999999999
组3,full_cube_periodic,173,453,2,D453:F453,3077.34290090167,431.497648713124,-5000.0,477,1,A477:C477,3077.34290090167,431.497648713124,5000.0,periodic,0,0,1,Z,-1.0000000000000002
组3,full_cube_periodic,174,469,2,D469:F469,3618.82653707032,-5000.0,-3859.51850674994,497,1,A497:C497,3618.82653707032,5000.0,-3859.51850674994,periodic,0,1,0,Y,-0.9999999999999999
组3,full_cube_periodic,175,475,2,D475:F475,3585.07779964407,-5000.0,-2721.12122547492,495,1,A495:C495,3585.07779964407,5000.0,-2721.12122547492,periodic,0,1,0,Y,-0.9999999999999999
组3,full_cube_periodic,176,476,2,D476:F476,3462.77599720371,5000.0,-1569.82806180915,488,1,A488:C488,3462.77599720371,-5000.0,-1569.82806180915,periodic,0,-1,0,Y,-1.0
组3,full_cube_periodic,177,494,2,D494:F494,3594.70813274764,-679.216648260341,5000.0,496,1,A496:C496,3594.70813274764,-679.216648260341,-5000.0,periodic,0,0,-1,Z,-1.0000000000000002
组3,full_cube_periodic,178,505,2,D505:F505,4523.28809233018,5000.0,-4039.04505271087,534,1,A534:C534,4523.28809233018,-5000.0,-4039.04505271087,periodic,0,-1,0,Y,-0.9999999999999999
