sheet,scenario,particle_id,status,complete_5000,segment_count,sheet_rows,chain_rows,chain_orientations,total_length_nm,length_residual_nm,junction_count,cross_X,cross_Y,cross_Z,shared_junctions,periodic_junctions,unmatched_boundary_faces
组3,row_literal,组3_row_literal_P0036,cannot_reconstruct,False,1,38,38,38:+,4168.659955305062,-831.3400446949381,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0037,cannot_reconstruct,False,1,39,39,39:+,1075.0919356239763,-3924.9080643760235,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0038,cannot_reconstruct,False,1,40,40,40:+,561.7183048111525,-4438.281695188847,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0039,cannot_reconstruct,False,1,41,41,41:+,811.0214235042997,-4188.9785764957005,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0040,cannot_reconstruct,False,1,42,42,42:+,2217.8121965483037,-2782.1878034516963,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0041,cannot_reconstruct,False,1,43,43,43:+,4193.518468482424,-806.4815315175756,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0042,cannot_reconstruct,False,1,44,44,44:+,1222.5803393993835,-3777.419660600616,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0043,cannot_reconstruct,False,1,45,45,45:+,1570.7107564586443,-3429.289243541356,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0044,cannot_reconstruct,False,1,46,46,46:+,1001.7754394470295,-3998.2245605529706,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0045,cannot_reconstruct,False,1,47,47,47:+,2719.6039063448707,-2280.3960936551293,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0046,cannot_reconstruct,False,1,48,48,48:+,1133.8748542010278,-3866.125145798972,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0047,cannot_reconstruct,False,1,49,49,49:+,1521.2992147504362,-3478.7007852495635,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0048,cannot_reconstruct,False,1,50,50,50:+,1869.0236159136484,-3130.9763840863516,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0049,cannot_reconstruct,False,1,51,51,51:+,4990.28278053823,-9.717219461769673,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0050,cannot_reconstruct,False,1,52,52,52:+,3790.511763514181,-1209.488236485819,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0051,cannot_reconstruct,False,1,53,53,53:+,1166.4689946717895,-3833.5310053282105,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0052,cannot_reconstruct,False,1,54,54,54:+,4658.088761177963,-341.9112388220374,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0053,cannot_reconstruct,False,1,55,55,55:+,3360.0465203772746,-1639.9534796227254,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0054,cannot_reconstruct,False,1,56,56,56:+,2350.5690666134938,-2649.4309333865062,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0055,cannot_reconstruct,False,1,57,57,57:+,3112.9454020522185,-1887.0545979477815,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0056,cannot_reconstruct,False,1,58,58,58:+,527.6768003198009,-4472.323199680199,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0057,cannot_reconstruct,False,1,59,59,59:+,3858.5340030565994,-1141.4659969434006,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0058,cannot_reconstruct,False,1,60,60,60:+,1835.0289031984546,-3164.971096801545,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0059,cannot_reconstruct,False,1,61,61,61:+,3851.4126671684735,-1148.5873328315265,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0060,cannot_reconstruct,False,1,62,62,62:+,3412.7178876246353,-1587.2821123753647,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0061,cannot_reconstruct,False,1,63,63,63:+,3968.893669832232,-1031.1063301677682,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0062,cannot_reconstruct,False,1,64,64,64:+,2685.6760287580933,-2314.3239712419067,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0063,cannot_reconstruct,False,1,65,65,65:+,4993.537514137639,-6.4624858623610635,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0064,cannot_reconstruct,False,1,66,66,66:+,4041.1373501089392,-958.8626498910608,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0065,cannot_reconstruct,False,1,67,67,67:+,3350.0600666507207,-1649.9399333492793,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0066,cannot_reconstruct,False,1,68,68,68:+,1051.9335501859841,-3948.066449814016,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0067,cannot_reconstruct,False,1,69,69,69:+,4794.642353041769,-205.35764695823127,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0068,cannot_reconstruct,False,1,70,70,70:+,4092.4903058783066,-907.5096941216934,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0069,cannot_reconstruct,False,1,71,71,71:+,703.6578416292421,-4296.342158370758,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0070,cannot_reconstruct,False,1,72,72,72:+,3863.6457713094705,-1136.3542286905295,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0071,cannot_reconstruct,False,1,73,73,73:+,2881.413688093943,-2118.586311906057,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0072,cannot_reconstruct,False,1,74,74,74:+,3326.053025150123,-1673.9469748498768,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0073,cannot_reconstruct,False,1,75,75,75:+,4593.515484953657,-406.4845150463434,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0074,cannot_reconstruct,False,1,76,76,76:+,690.7110208664845,-4309.288979133516,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0075,cannot_reconstruct,False,1,77,77,77:+,3725.7910866581533,-1274.2089133418467,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0076,cannot_reconstruct,False,1,78,78,78:+,2952.028245508109,-2047.9717544918908,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0077,cannot_reconstruct,False,1,79,79,79:+,4320.664865233921,-679.3351347660791,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0078,cannot_reconstruct,False,1,80,80,80:+,919.4071165032985,-4080.5928834967017,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0079,cannot_reconstruct,False,1,81,81,81:+,3399.8577180403504,-1600.1422819596496,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0080,cannot_reconstruct,False,1,82,82,82:+,771.300909264929,-4228.699090735071,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0081,cannot_reconstruct,False,1,83,83,83:+,1870.0005292357725,-3129.999470764227,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0082,cannot_reconstruct,False,1,84,84,84:+,811.9672405650101,-4188.03275943499,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0083,cannot_reconstruct,False,1,85,85,85:+,2575.775295958822,-2424.224704041178,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0084,cannot_reconstruct,False,1,86,86,86:+,4088.707983910174,-911.2920160898261,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0085,cannot_reconstruct,False,1,87,87,87:+,1668.3304045978007,-3331.6695954021993,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0086,cannot_reconstruct,False,1,88,88,88:+,3595.476948190313,-1404.5230518096869,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0087,cannot_reconstruct,False,1,89,89,89:+,700.4031634580434,-4299.596836541957,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0088,cannot_reconstruct,False,1,90,90,90:+,827.2490177645481,-4172.750982235452,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0089,cannot_reconstruct,False,1,91,91,91:+,2066.891848974567,-2933.108151025433,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0090,cannot_reconstruct,False,1,92,92,92:+,1594.678851040646,-3405.321148959354,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0091,cannot_reconstruct,False,1,93,93,93:+,661.2562181169345,-4338.743781883066,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0092,cannot_reconstruct,False,1,94,94,94:+,3800.2541601701055,-1199.7458398298945,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0093,unique,True,1,95,95,95:+,4999.999999999997,-2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0094,unique,True,1,96,96,96:+,4999.999999999997,-2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0095,unique,True,1,97,97,97:+,4999.999999999999,-9.094947017729282e-13,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0096,cannot_reconstruct,False,1,98,98,98:+,1531.4431755272144,-3468.5568244727856,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0097,unique,True,1,99,99,99:+,4999.999999999999,-9.094947017729282e-13,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0098,unique,True,1,100,100,100:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0099,cannot_reconstruct,False,1,101,101,101:+,1302.2097711223462,-3697.790228877654,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0100,unique,True,1,102,102,102:+,4999.9999999999945,-5.4569682106375694e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0101,unique,True,1,103,103,103:+,4999.999999999998,-1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0102,cannot_reconstruct,False,1,104,104,104:+,1190.150215079024,-3809.849784920976,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0103,unique,True,1,105,105,105:+,5000.0,0.0,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0104,cannot_reconstruct,False,1,106,106,106:+,3905.228272487582,-1094.7717275124178,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0105,cannot_reconstruct,False,1,107,107,107:+,2910.8088956880915,-2089.1911043119085,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0106,unique,True,1,108,108,108:+,4999.999999999997,-2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0107,unique,True,1,109,109,109:+,5000.000000000001,9.094947017729282e-13,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0108,unique,True,1,110,110,110:+,4999.999999999996,-3.637978807091713e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0109,cannot_reconstruct,False,1,111,111,111:+,4814.484257451858,-185.51574254814204,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0110,cannot_reconstruct,False,1,112,112,112:+,1080.1204359450621,-3919.879564054938,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0111,unique,True,1,113,113,113:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0112,cannot_reconstruct,False,1,114,114,114:+,705.212623967009,-4294.787376032991,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0113,unique,True,1,115,115,115:+,5000.000000000004,3.637978807091713e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0114,unique,True,1,116,116,116:+,5000.000000000008,8.185452315956354e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0115,unique,True,1,117,117,117:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0116,unique,True,1,118,118,118:+,4999.999999999996,-3.637978807091713e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0117,unique,True,1,119,119,119:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0118,cannot_reconstruct,False,1,120,120,120:+,4833.786768637805,-166.21323136219507,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0119,unique,True,1,121,121,121:+,5000.0000000000055,5.4569682106375694e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0120,unique,True,1,122,122,122:+,4999.999999999995,-4.547473508864641e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0121,cannot_reconstruct,False,1,123,123,123:+,3468.5568244727824,-1531.4431755272176,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0122,unique,True,1,124,124,124:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0123,cannot_reconstruct,False,1,125,125,125:+,2099.3712794734183,-2900.6287205265817,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0124,cannot_reconstruct,False,1,126,126,126:+,3722.627382779332,-1277.372617220668,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0125,unique,True,1,127,127,127:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0126,unique,True,1,128,128,128:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0127,cannot_reconstruct,False,1,129,129,129:+,2212.2905692253134,-2787.7094307746866,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0128,unique,True,1,130,130,130:+,5000.0,0.0,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0129,cannot_reconstruct,False,1,131,131,131:+,712.4738633037288,-4287.526136696271,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0130,cannot_reconstruct,False,1,132,132,132:+,2188.154857222853,-2811.845142777147,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0131,unique,True,1,133,133,133:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0132,cannot_reconstruct,False,1,134,134,134:+,4294.78737603298,-705.2126239670197,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0133,cannot_reconstruct,False,1,135,135,135:+,3580.1942724405753,-1419.8057275594247,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0134,cannot_reconstruct,False,1,136,136,136:+,2651.7178861461794,-2348.2821138538206,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0135,cannot_reconstruct,False,1,137,137,137:+,1094.7717275124148,-3905.228272487585,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0136,unique,True,1,138,138,138:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0137,unique,True,1,139,139,139:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0138,cannot_reconstruct,False,1,140,140,140:+,4297.119914088368,-702.8800859116318,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0139,cannot_reconstruct,False,1,141,141,141:+,1038.933210065073,-3961.0667899349273,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0140,cannot_reconstruct,False,1,142,142,142:+,1199.7458398298909,-3800.254160170109,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0141,unique,True,1,143,143,143:+,5000.000000000004,3.637978807091713e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0142,cannot_reconstruct,False,1,144,144,144:+,1487.553701874218,-3512.446298125782,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0143,cannot_reconstruct,False,1,145,145,145:+,2787.7094307746806,-2212.2905692253194,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0144,unique,True,1,146,146,146:+,5000.0,0.0,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0145,cannot_reconstruct,False,1,147,147,147:+,1225.268414665543,-3774.731585334457,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0146,cannot_reconstruct,False,1,148,148,148:+,1759.841927862615,-3240.158072137385,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0147,cannot_reconstruct,False,1,149,149,149:+,4332.511493953082,-667.4885060469178,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0148,cannot_reconstruct,False,1,150,150,150:+,4804.005421698286,-195.99457830171377,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0149,unique,True,1,151,151,151:+,4999.999999999995,-4.547473508864641e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0150,cannot_reconstruct,False,1,152,152,152:+,2116.564234815714,-2883.435765184286,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0151,unique,True,1,153,153,153:+,4999.999999999998,-1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0152,cannot_reconstruct,False,1,154,154,154:+,4015.66027169416,-984.3397283058398,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0153,cannot_reconstruct,False,1,155,155,155:+,1820.9628639113146,-3179.0371360886857,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0154,unique,True,1,156,156,156:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0155,unique,True,1,157,157,157:+,5000.000000000004,3.637978807091713e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0156,cannot_reconstruct,False,1,158,158,158:+,3936.0620296923225,-1063.9379703076775,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0157,unique,True,1,159,159,159:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0158,cannot_reconstruct,False,1,160,160,160:+,4634.686465168995,-365.3135348310052,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0159,cannot_reconstruct,False,1,161,161,161:+,4564.221186967349,-435.77881303265076,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0160,unique,True,1,162,162,162:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0161,cannot_reconstruct,False,1,163,163,163:+,4997.38931275427,-2.6106872457303325,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0162,cannot_reconstruct,False,1,164,164,164:+,3179.03713608869,-1820.9628639113098,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0163,cannot_reconstruct,False,1,165,165,165:+,2193.4348902227284,-2806.5651097772716,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0164,unique,True,1,166,166,166:+,4999.999999999996,-3.637978807091713e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0165,cannot_reconstruct,False,1,167,167,167:+,1714.283084210331,-3285.7169157896687,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0166,cannot_reconstruct,False,1,168,168,168:+,3983.3918629955597,-1016.6081370044403,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0167,cannot_reconstruct,False,1,169,169,169:+,559.223064247723,-4440.7769357522775,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0168,cannot_reconstruct,False,1,170,170,170:+,4532.156821229,-467.84317877099966,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0169,cannot_reconstruct,False,1,171,171,171:+,1207.7638410721072,-3792.2361589278926,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0170,unique,True,1,172,172,172:+,4999.999999999992,-8.185452315956354e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0171,unique,True,1,173,173,173:+,4999.999999999993,-7.275957614183426e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0172,unique,True,1,174,174,174:+,4999.999999999999,-9.094947017729282e-13,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0173,cannot_reconstruct,False,1,175,175,175:+,3774.7315853344585,-1225.2684146655415,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0174,cannot_reconstruct,False,1,176,176,176:+,2292.6491828148223,-2707.3508171851777,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0175,unique,True,1,177,177,177:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0176,unique,True,1,178,178,178:+,5000.000000000001,9.094947017729282e-13,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0177,cannot_reconstruct,False,1,179,179,179:+,4323.194452081308,-676.8055479186924,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0178,cannot_reconstruct,False,1,180,180,180:+,2584.5631027991594,-2415.4368972008406,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0179,cannot_reconstruct,False,1,181,181,181:+,4440.776935752283,-559.223064247717,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0180,unique,True,1,182,182,182:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0181,unique,True,1,183,183,183:+,4999.999999999998,-1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0182,cannot_reconstruct,False,1,184,184,184:+,2301.1650233282444,-2698.8349766717556,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0183,unique,True,1,185,185,185:+,5000.000000000005,4.547473508864641e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0184,unique,True,1,186,186,186:+,4999.9999999999945,-5.4569682106375694e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0185,cannot_reconstruct,False,1,187,187,187:+,1507.0880569306512,-3492.911943069349,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0186,unique,True,1,188,188,188:+,5000.000000000001,9.094947017729282e-13,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0187,cannot_reconstruct,False,1,189,189,189:+,702.8800859116345,-4297.1199140883655,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0188,cannot_reconstruct,False,1,190,190,190:+,4466.338711969051,-533.6612880309494,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0189,cannot_reconstruct,False,1,191,191,191:+,984.3397283058457,-4015.6602716941543,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0190,unique,True,1,192,192,192:+,5000.000000000001,9.094947017729282e-13,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0191,unique,True,1,193,193,193:+,4999.999999999998,-1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0192,cannot_reconstruct,False,1,194,194,194:+,4728.587593139968,-271.4124068600322,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0193,unique,True,1,195,195,195:+,4999.999999999996,-3.637978807091713e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0194,unique,True,1,196,196,196:+,4999.999999999997,-2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0195,cannot_reconstruct,False,1,197,197,197:+,3492.911943069346,-1507.0880569306541,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0196,cannot_reconstruct,False,1,198,198,198:+,4540.804961643996,-459.19503835600426,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0197,cannot_reconstruct,False,1,199,199,199:+,2794.3226931075365,-2205.6773068924635,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0198,cannot_reconstruct,False,1,200,200,200:+,3707.3706554601663,-1292.6293445398337,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0199,cannot_reconstruct,False,1,201,201,201:+,715.9899665328975,-4284.010033467102,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0200,cannot_reconstruct,False,1,202,202,202:+,1489.6873403595605,-3510.3126596404395,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0201,cannot_reconstruct,False,1,203,203,203:+,1662.7992908866556,-3337.2007091133446,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0202,unique,True,1,204,204,204:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0203,unique,True,1,205,205,205:+,5000.000000000002,1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0204,cannot_reconstruct,False,1,206,206,206:+,4384.083156408662,-615.916843591338,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0205,unique,True,1,207,207,207:+,4999.999999999999,-9.094947017729282e-13,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0206,unique,True,1,208,208,208:+,5000.000000000006,6.366462912410498e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0207,cannot_reconstruct,False,1,209,209,209:+,4620.624601345126,-379.3753986548736,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0208,cannot_reconstruct,False,1,210,210,210:+,2917.968028483469,-2082.031971516531,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0209,cannot_reconstruct,False,1,211,211,211:+,1136.001957219342,-3863.9980427806577,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0210,cannot_reconstruct,False,1,212,212,212:+,2939.894017409379,-2060.105982590621,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0211,unique,True,1,213,213,213:+,4999.999999999998,-1.8189894035458565e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0212,cannot_reconstruct,False,1,214,214,214:+,3696.909631751418,-1303.0903682485819,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0213,cannot_reconstruct,False,1,215,215,215:+,2801.99766413508,-2198.00233586492,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0214,unique,True,1,216,216,216:+,5000.000000000004,3.637978807091713e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0215,cannot_reconstruct,False,1,217,217,217:+,622.589126458353,-4377.410873541647,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0216,unique,True,1,218,218,218:+,4999.999999999999,-9.094947017729282e-13,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0217,cannot_reconstruct,False,1,219,219,219:+,4123.5000402593705,-876.4999597406295,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0218,cannot_reconstruct,False,1,220,220,220:+,2707.3508171851854,-2292.6491828148146,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0219,cannot_reconstruct,False,1,221,221,221:+,4587.076340597699,-412.9236594023014,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0220,unique,True,1,222,222,222:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0221,unique,True,1,223,223,223:+,4999.999999999999,-9.094947017729282e-13,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0222,unique,True,1,224,224,224:+,4999.999999999997,-2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0223,unique,True,1,225,225,225:+,5000.0000000000055,5.4569682106375694e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0224,cannot_reconstruct,False,1,226,226,226:+,3042.8166314100226,-1957.1833685899774,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0225,unique,True,1,227,227,227:+,5000.000000000006,6.366462912410498e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0226,cannot_reconstruct,False,1,228,228,228:+,2347.122112646914,-2652.877887353086,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0227,cannot_reconstruct,False,1,229,229,229:+,2883.435765184285,-2116.564234815715,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0228,unique,True,1,230,230,230:+,5000.000000000003,2.7284841053187847e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0229,unique,True,1,231,231,231:+,4999.999999999993,-7.275957614183426e-12,0,0,0,0,0,0,
组3,row_literal,组3_row_literal_P0230,cannot_reconstruct,False,1,232,232,232:+,3830.291456970348,-1169.708543029652,0,0,0,0,0,0,
